saleprice,id,half_bath,gr_liv_area,lot_area,neighborhood,overall_qual,fireplace_qu,heating_qc,mas_vnr_area,year_built,porch_space,garage_total,bsmt_total
142000,2533,0,1051,9600,2,5,0.0,4.0,0.0,78,0,39312.0,1051.0
149000,2852,0,1510,4899,2,6,0.0,5.0,0.0,30,164,6480.0,0.0
135000,1198,0,1656,9246,2,5,0.0,3.0,564.0,83,211,41998.0,0.0
128000,1681,0,958,4928,2,6,3.0,3.0,0.0,86,205,38280.0,0.0
145000,1825,1,1040,7476,2,5,0.0,3.0,0.0,78,188,69286.0,1040.0
139000,2208,0,1250,5362,2,5,4.0,5.0,0.0,20,323,52440.0,0.0
178000,1646,1,1868,12090,2,6,3.0,5.0,74.0,94,527,44838.0,0.0
460000,1060,1,2790,12539,3,10,5.0,5.0,468.0,115,422,132250.0,1620.0
214500,748,0,2134,11888,2,6,0.0,4.0,0.0,26,328,17640.0,0.0
160000,2846,0,1928,7082,2,5,0.0,4.0,0.0,26,228,0.0,0.0
214000,493,1,2060,8755,2,7,3.0,5.0,298.0,109,168,42510.0,992.0
128900,694,0,1378,4080,2,6,0.0,4.0,0.0,45,94,4860.0,0.0
168000,2283,0,1622,32463,2,4,3.0,5.0,149.0,71,439,115260.0,1249.0
310013,1800,1,1880,12217,2,8,4.0,5.0,0.0,117,295,102960.0,955.0
170000,1632,1,1088,3696,3,8,0.0,5.0,0.0,96,211,44717.0,0.0
133700,2624,0,1040,7560,2,5,0.0,3.0,0.0,69,392,19734.0,0.0
165000,2197,1,1502,10592,2,6,3.0,3.0,0.0,33,261,5940.0,0.0
89500,1045,1,987,1680,1,6,0.0,3.0,604.0,81,0,21384.0,0.0
140000,2549,0,1095,10382,2,6,0.0,3.0,105.0,68,0,17952.0,588.0
134000,2829,0,1709,2522,2,7,0.0,5.0,50.0,114,40,43320.0,0.0
248500,2480,1,1731,9370,2,6,0.0,5.0,0.0,102,616,47124.0,836.0
145000,2724,0,960,10246,2,4,0.0,5.0,0.0,75,88,27300.0,648.0
179900,2352,1,1552,11475,2,6,3.0,3.0,0.0,85,417,36890.0,713.0
147000,1783,0,1795,9986,2,8,4.0,5.0,428.0,116,49,104715.0,0.0
136000,338,1,1274,10475,2,5,0.0,4.0,0.0,101,22,59328.0,0.0
128000,196,1,1196,6000,2,6,4.0,5.0,0.0,50,0,47808.0,0.0
88750,762,0,704,4280,2,4,0.0,5.0,0.0,56,24,12320.0,0.0
122500,151,0,972,10895,2,5,0.0,3.0,0.0,65,205,19825.0,0.0
97500,158,0,1458,17503,2,6,4.0,3.0,0.0,58,192,19140.0,0.0
135000,2572,0,1008,9723,2,6,0.0,3.0,332.0,73,0,31390.0,0.0
314813,1686,0,1828,11694,3,9,4.0,5.0,452.0,117,368,90558.0,0.0
85000,943,0,1526,8470,1,3,0.0,3.0,0.0,25,156,0.0,0.0
134900,735,0,1176,6000,2,6,0.0,3.0,0.0,47,210,68016.0,0.0
137000,2741,0,1057,10519,2,5,0.0,4.0,164.0,65,0,18720.0,0.0
350000,1106,1,2113,10437,3,8,3.0,5.0,660.0,105,282,88095.0,2109.0
145000,2375,0,1387,7514,2,5,3.0,3.0,0.0,77,240,25200.0,943.0
418000,1701,1,2758,13654,3,9,5.0,5.0,365.0,115,337,93610.0,0.0
64000,2657,0,840,5747,2,3,0.0,4.0,0.0,30,112,12000.0,0.0
159434,907,0,1520,4500,2,5,0.0,5.0,0.0,42,56,21918.0,0.0
260261,1777,0,1542,11830,2,8,4.0,5.0,164.0,117,278,99684.0,1542.0
166000,164,0,1385,8520,2,5,0.0,2.0,0.0,62,0,79200.0,0.0
130000,1973,0,936,6760,2,5,1.0,3.0,0.0,72,274,20736.0,896.0
112000,2857,0,1288,6191,2,5,0.0,3.0,0.0,51,0,12240.0,0.0
155000,1208,0,1128,8700,2,5,0.0,4.0,148.0,73,335,38325.0,1120.0
269500,319,1,1968,12003,2,8,4.0,5.0,84.0,119,75,80920.0,0.0
172000,2567,0,1246,12700,2,6,4.0,3.0,0.0,74,69,32634.0,1246.0
219500,2222,1,1740,13125,2,7,4.0,3.0,0.0,50,0,12000.0,0.0
133500,2493,0,925,8638,2,5,0.0,4.0,0.0,73,277,48400.0,925.0
170000,1757,1,1430,9967,2,7,3.0,5.0,0.0,110,100,44000.0,0.0
150000,184,0,1566,9600,2,8,0.0,3.0,0.0,10,528,11520.0,0.0
130000,1248,0,950,12774,2,5,0.0,3.0,0.0,63,32,25200.0,0.0
143000,2574,0,1144,8163,2,5,3.0,3.0,128.0,69,86,54924.0,1144.0
140000,1215,0,1114,9900,2,5,0.0,3.0,0.0,71,164,32021.0,1114.0
244000,1614,0,2223,13651,2,7,4.0,5.0,1115.0,83,300,42828.0,2223.0
101000,2039,0,1111,7200,1,5,0.0,3.0,0.0,30,144,12960.0,0.0
125000,2669,0,960,9750,2,5,0.0,5.0,0.0,68,0,69888.0,0.0
183000,1005,1,1633,11184,2,6,3.0,4.0,0.0,108,39,49680.0,0.0
104000,753,0,2229,5520,2,6,0.0,5.0,0.0,22,228,0.0,0.0
112500,1275,0,984,6390,2,6,0.0,3.0,0.0,64,0,17920.0,936.0
207500,2350,0,1686,10240,2,6,3.0,3.0,157.0,90,515,55080.0,1686.0
225000,2762,0,1614,9316,2,7,4.0,5.0,140.0,115,145,66240.0,0.0
119900,2788,0,864,7200,2,5,0.0,5.0,0.0,82,0,25839.0,0.0
293000,2384,0,1740,12228,3,7,0.0,5.0,206.0,116,43,101384.0,0.0
180000,2716,1,1721,10335,2,5,3.0,4.0,0.0,78,276,34320.0,0.0
169900,313,0,1034,12328,2,6,0.0,3.0,335.0,86,0,76368.0,1012.0
112000,84,0,1902,8930,2,6,0.0,3.0,0.0,88,0,47432.0,0.0
152000,81,0,1097,9672,2,6,0.0,3.0,0.0,94,0,46080.0,0.0
300000,2389,1,2206,13975,3,9,4.0,5.0,525.0,115,243,77050.0,0.0
107000,280,0,1117,7819,2,6,3.0,3.0,0.0,86,144,57792.0,1029.0
122500,190,0,2290,11340,2,4,0.0,4.0,0.0,-5,114,45360.0,0.0
89000,2371,1,948,1680,1,6,0.0,3.0,504.0,82,0,21648.0,0.0
95000,213,0,919,6001,2,6,0.0,5.0,0.0,50,45,11550.0,0.0
143450,1864,1,1152,11700,2,6,0.0,5.0,41.0,78,126,32136.0,912.0
376162,37,1,2334,12858,3,9,4.0,5.0,162.0,119,277,89369.0,0.0
167500,146,0,1264,9300,2,5,4.0,3.0,324.0,70,143,32270.0,1268.0
153337,809,2,1224,7018,2,5,3.0,3.0,275.0,89,120,46992.0,2172.0
103600,767,0,1369,6629,2,6,0.0,3.0,0.0,35,147,12000.0,672.0
128200,262,0,894,10650,2,5,0.0,3.0,0.0,86,365,26488.0,894.0
177500,101,1,1573,2117,2,6,0.0,5.0,216.0,110,32,48400.0,0.0
320000,48,1,2250,13650,3,8,5.0,5.0,232.0,112,368,84672.0,1671.0
190000,489,1,1514,8433,2,6,3.0,5.0,0.0,110,72,43340.0,794.0
91500,2369,1,1218,1680,1,6,0.0,3.0,236.0,81,201,0.0,0.0
93000,707,0,1387,6000,2,5,0.0,3.0,0.0,64,0,16384.0,0.0
40000,1556,0,1317,8500,1,4,0.0,3.0,0.0,30,226,7500.0,0.0
127000,2034,1,1355,6882,1,6,0.0,3.0,0.0,24,251,0.0,0.0
50138,308,0,952,8712,1,4,0.0,4.0,0.0,6,265,1980.0,0.0
148000,2176,1,1113,7917,2,6,2.0,3.0,174.0,86,400,48888.0,1143.0
120500,1549,0,778,6900,1,5,4.0,5.0,0.0,50,25,70224.0,0.0
139500,909,0,1489,9900,2,6,4.0,3.0,0.0,50,335,12000.0,0.0
320000,892,0,1698,13286,2,9,4.0,5.0,340.0,117,391,89856.0,1698.0
219000,2045,1,2267,12888,2,7,4.0,3.0,0.0,47,521,23406.0,1005.0
131000,2927,0,902,8885,2,5,0.0,3.0,0.0,93,164,45012.0,864.0
171925,1732,1,1495,8857,2,6,4.0,5.0,0.0,116,130,51040.0,0.0
177900,998,0,1384,14137,2,5,0.0,4.0,0.0,106,39,42824.0,1348.0
141500,2203,0,1436,6720,2,6,4.0,3.0,0.0,31,184,23256.0,0.0
191000,356,1,1636,7500,2,6,3.0,4.0,0.0,108,84,47520.0,952.0
158000,2475,1,1158,13072,2,6,0.0,5.0,0.0,114,50,66816.0,1158.0
248900,2264,0,1646,10656,2,8,4.0,5.0,274.0,116,272,101790.0,0.0
175000,2201,1,1768,7200,2,5,3.0,5.0,252.0,47,264,11760.0,731.0
185900,2545,0,1565,8800,2,6,3.0,5.0,0.0,75,436,22425.0,1187.0
163000,2660,1,1768,10800,2,7,3.0,2.0,0.0,24,341,7680.0,0.0
115000,2882,0,1396,9000,1,5,0.0,3.0,0.0,61,0,0.0,0.0
157500,1379,0,1096,13014,2,6,2.0,3.0,39.0,88,168,42592.0,1008.0
245000,491,1,2312,15896,2,7,3.0,5.0,210.0,109,298,71722.0,1177.0
180000,1002,0,1337,5395,3,8,3.0,4.0,0.0,103,334,47586.0,1337.0
148800,1848,1,1102,5105,2,7,0.0,5.0,0.0,114,60,54720.0,0.0
237000,1455,1,2031,9473,2,8,4.0,5.0,0.0,112,211,64624.0,1128.0
60000,908,0,438,8400,2,2,0.0,3.0,0.0,30,0,9840.0,0.0
165000,1490,0,1033,12102,2,5,0.0,5.0,222.0,86,224,43344.0,0.0
240000,1465,1,2327,10905,2,7,4.0,5.0,0.0,113,57,67348.0,0.0
160000,1627,0,1187,9556,2,7,0.0,4.0,52.0,102,21,42840.0,0.0
128000,2849,0,1340,6430,2,6,0.0,3.0,0.0,55,0,24200.0,780.0
82000,1501,0,1152,6040,2,4,0.0,3.0,0.0,65,0,0.0,0.0
256000,626,0,1567,14695,2,6,4.0,4.0,210.0,76,452,41192.0,1562.0
143000,722,0,1482,9000,2,7,0.0,5.0,0.0,30,0,12960.0,0.0
231713,2260,0,1689,8368,2,7,0.0,5.0,0.0,116,139,50661.0,0.0
155000,1639,1,1424,41600,2,5,0.0,3.0,0.0,79,144,65412.0,1100.0
128500,1603,0,816,6490,2,5,0.0,5.0,0.0,93,315,24552.0,0.0
168000,1520,0,1424,7290,2,7,4.0,5.0,174.0,31,90,9672.0,0.0
184000,1665,1,1479,7472,2,7,0.0,4.0,138.0,82,32,39688.0,725.0
124000,2635,0,1025,7000,2,5,0.0,3.0,0.0,72,176,0.0,1025.0
185000,581,0,1442,11717,2,6,3.0,3.0,571.0,80,371,49200.0,0.0
230500,2435,1,1936,11194,2,8,3.0,5.0,40.0,110,312,55440.0,0.0
227000,2799,1,1939,11250,2,7,3.0,5.0,227.0,108,212,59940.0,0.0
173500,883,1,1476,8633,2,6,0.0,5.0,0.0,115,135,62100.0,738.0
140000,2537,0,898,8400,2,5,0.0,4.0,0.0,78,143,25428.0,833.0
247000,1120,0,1460,10037,2,8,4.0,5.0,0.0,116,20,55680.0,0.0
149900,774,0,1034,8014,2,6,2.0,3.0,23.0,88,0,44352.0,0.0
158000,1447,0,1174,12250,2,5,0.0,5.0,180.0,88,491,46464.0,864.0
147110,104,1,1080,2403,2,7,0.0,5.0,0.0,113,50,56048.0,0.0
119500,2694,0,1376,8600,1,6,4.0,3.0,0.0,47,0,9306.0,0.0
205000,920,1,1567,13680,2,5,3.0,5.0,0.0,50,171,31240.0,840.0
148000,1951,1,1534,10800,2,5,0.0,5.0,0.0,5,112,0.0,0.0
236500,9,0,1616,5389,3,8,3.0,5.0,0.0,105,389,63840.0,1595.0
137000,2848,0,1551,10890,2,5,0.0,3.0,0.0,48,0,11520.0,1058.0
122000,614,0,960,9768,2,5,0.0,4.0,0.0,65,70,21450.0,960.0
176485,1736,0,1302,8993,2,7,0.0,5.0,0.0,117,22,51012.0,0.0
109000,2686,0,816,11672,2,5,0.0,3.0,0.0,35,280,7350.0,0.0
330000,2257,1,1502,9763,3,7,3.0,5.0,239.0,108,0,30888.0,1502.0
143000,1284,0,1133,9836,2,6,0.0,4.0,0.0,118,175,36344.0,192.0
410000,1765,1,3078,10557,3,9,3.0,5.0,422.0,108,195,87048.0,1408.0
201000,1811,1,1721,8462,2,6,0.0,5.0,105.0,104,387,48984.0,0.0
80000,2603,1,1760,10818,2,4,3.0,3.0,0.0,20,216,29160.0,0.0
259500,2220,1,2320,7259,2,6,3.0,5.0,0.0,55,224,9900.0,1028.0
279900,2273,1,2486,11800,2,7,4.0,5.0,94.0,113,175,51076.0,1122.0
154000,163,1,1246,7500,2,5,0.0,5.0,0.0,69,218,21045.0,1246.0
128000,2734,0,1150,6488,2,5,3.0,5.0,0.0,52,264,11180.0,0.0
256300,426,0,1600,14230,3,8,4.0,5.0,640.0,117,56,104130.0,0.0
188000,2216,0,1755,7810,2,4,3.0,5.0,0.0,40,40,9240.0,0.0
312500,2900,0,1800,14331,2,8,4.0,5.0,630.0,112,348,85680.0,1800.0
151000,97,1,1200,3182,2,7,0.0,5.0,0.0,114,172,54720.0,0.0
122500,1680,1,1365,1920,1,5,0.0,5.0,376.0,81,276,35640.0,765.0
188000,1133,1,1696,10110,2,6,0.0,5.0,0.0,113,209,61246.0,835.0
209700,2761,1,1809,10984,2,7,0.0,5.0,0.0,115,198,73370.0,0.0
441929,1642,1,2234,14082,3,8,4.0,5.0,945.0,116,470,83984.0,2220.0
163000,1141,1,1680,8480,2,6,0.0,5.0,120.0,103,240,48822.0,0.0
187500,2118,1,2087,12205,2,6,0.0,4.0,157.0,76,301,33744.0,0.0
220000,870,0,1513,15750,2,8,3.0,5.0,260.0,109,169,56789.0,1462.0
127000,1875,0,1107,8050,2,5,0.0,3.0,0.0,77,152,23716.0,949.0
107500,155,0,827,7200,2,5,1.0,5.0,0.0,65,0,30184.0,0.0
128000,1318,0,1484,6300,2,6,4.0,5.0,0.0,24,425,0.0,0.0
73000,1285,0,764,5232,2,5,0.0,4.0,0.0,35,0,37800.0,0.0
374000,2400,0,1792,11846,3,9,4.0,5.0,562.0,113,255,98762.0,1792.0
421250,1068,1,2649,16900,3,8,3.0,5.0,1110.0,111,60,82806.0,1479.0
178000,361,1,1593,9636,2,6,3.0,4.0,0.0,102,382,40067.0,0.0
137500,1493,0,1181,10012,2,4,0.0,3.0,0.0,82,180,49392.0,1138.0
301500,1110,0,1987,14303,3,8,3.0,5.0,554.0,104,298,71864.0,1986.0
105000,911,1,1242,5707,2,6,4.0,4.0,0.0,45,425,6480.0,0.0
157500,2535,0,976,9360,2,6,2.0,3.0,203.0,78,94,39312.0,976.0
117000,2030,0,1214,5680,2,5,0.0,3.0,0.0,11,77,6480.0,0.0
105000,2634,0,864,7000,2,5,0.0,4.0,0.0,72,0,24192.0,0.0
115000,1530,0,1639,10480,2,6,0.0,5.0,0.0,46,0,11040.0,0.0
360000,435,0,1736,11578,3,9,4.0,5.0,302.0,118,409,98412.0,0.0
118858,812,0,1535,7018,2,5,0.0,3.0,0.0,89,0,35600.0,0.0
173000,1202,1,1632,9130,2,6,0.0,4.0,252.0,76,40,36784.0,0.0
78500,666,1,725,10800,2,3,0.0,3.0,0.0,0,30,22080.0,0.0
183500,1751,1,1720,8244,2,7,4.0,5.0,0.0,114,148,50160.0,0.0
93000,705,0,936,6000,2,4,0.0,3.0,0.0,63,144,48384.0,0.0
226500,1744,0,1589,3621,2,8,3.0,5.0,72.0,113,163,71190.0,1406.0
178000,357,1,1571,7837,2,6,3.0,4.0,0.0,103,40,39140.0,0.0
226000,2133,0,1479,10665,2,7,0.0,5.0,167.0,113,173,63054.0,1453.0
173000,989,1,1632,10457,2,5,3.0,5.0,178.0,79,541,70942.0,0.0
62383,562,0,864,8281,2,5,1.0,4.0,0.0,75,236,27000.0,0.0
446261,1054,1,2713,14948,3,9,4.0,5.0,268.0,118,192,101244.0,1452.0
160000,2850,0,1479,7000,2,7,4.0,5.0,0.0,36,586,11232.0,624.0
219990,1082,0,1576,3940,2,7,3.0,5.0,24.0,114,163,76152.0,1393.0
191000,1440,0,1479,9382,2,7,0.0,5.0,125.0,109,145,62893.0,0.0
136500,2006,0,1060,6854,2,5,4.0,3.0,0.0,35,215,24332.0,756.0
80000,2082,0,943,11515,2,4,0.0,3.0,0.0,68,60,20944.0,0.0
229000,2344,1,2183,13837,2,7,0.0,4.0,178.0,98,0,77028.0,0.0
236000,248,1,1949,9938,2,7,3.0,5.0,246.0,103,246,59122.0,1050.0
392000,2276,0,1824,12633,2,10,4.0,5.0,242.0,116,304,108112.0,0.0
149000,755,0,1930,6876,1,6,0.0,2.0,0.0,37,213,11692.0,720.0
345000,1178,1,2393,3951,2,10,3.0,5.0,0.0,108,184,91368.0,970.0
169000,2636,0,2014,9856,2,5,0.0,5.0,0.0,10,239,6240.0,0.0
109900,2077,0,1242,17808,2,4,0.0,3.0,0.0,56,0,18816.0,0.0
188000,2930,1,2000,9627,2,7,3.0,5.0,94.0,103,238,66950.0,0.0
132500,737,0,1412,6000,2,6,4.0,5.0,0.0,49,45,13720.0,0.0
143000,837,0,990,9757,2,5,0.0,5.0,0.0,104,158,46200.0,990.0
125000,2086,0,1342,9280,2,5,0.0,5.0,0.0,61,0,15616.0,1342.0
415000,2385,0,1868,14780,3,9,4.0,5.0,568.0,115,566,124775.0,1868.0
125500,189,0,1363,7740,2,4,0.0,4.0,0.0,20,168,40128.0,0.0
139000,635,0,1632,9600,2,6,4.0,4.0,183.0,68,289,22984.0,1240.0
451950,432,1,2296,13478,3,10,4.0,5.0,420.0,118,656,99356.0,1722.0
119900,900,0,1678,10926,2,5,0.0,3.0,74.0,69,0,0.0,0.0
220000,966,0,1296,6853,2,8,0.0,5.0,136.0,111,217,52281.0,1267.0
167300,1612,0,1587,10667,2,6,4.0,3.0,302.0,81,44,42525.0,0.0
122000,904,0,1298,8212,2,5,4.0,5.0,0.0,51,84,12800.0,0.0
125000,2487,0,1728,9100,2,5,0.0,3.0,336.0,73,0,36792.0,1728.0
112500,1304,0,928,6000,2,5,0.0,4.0,0.0,67,0,19296.0,0.0
191000,2112,1,1795,9316,2,7,0.0,5.0,0.0,115,275,66470.0,0.0
136000,1244,0,1080,9464,2,6,0.0,4.0,135.0,68,130,19584.0,0.0
197900,843,1,1779,10400,2,7,0.0,5.0,0.0,108,234,58968.0,0.0
117000,2689,0,1635,5310,2,6,0.0,4.0,0.0,20,394,15300.0,0.0
194000,2753,0,1220,7406,2,7,0.0,5.0,84.0,116,159,73312.0,1199.0
285000,1169,1,1310,4538,2,9,3.0,5.0,179.0,111,322,60495.0,1310.0
127500,1376,0,1355,10106,2,5,0.0,4.0,0.0,50,140,0.0,644.0
268000,2503,1,2295,13346,3,7,3.0,5.0,0.0,102,40,60180.0,1095.0
137000,1987,1,1798,9639,2,4,0.0,5.0,0.0,10,160,15390.0,0.0
215000,1190,0,1620,15387,2,7,4.0,5.0,0.0,77,254,44506.0,0.0
129500,1930,0,1216,10050,2,5,0.0,3.0,0.0,65,0,21840.0,1216.0
115000,2677,0,1344,6240,2,5,0.0,4.0,0.0,46,314,11040.0,0.0
114000,1256,0,1159,7506,2,5,0.0,3.0,0.0,35,180,12096.0,0.0
107000,2484,0,1056,8900,2,4,0.0,3.0,0.0,76,42,29184.0,1056.0
118500,1253,0,1216,8480,2,5,0.0,3.0,0.0,57,260,19152.0,0.0
120000,1337,0,1158,6000,2,6,4.0,3.0,0.0,39,112,8112.0,0.0
260000,1788,0,1538,8847,2,8,0.0,5.0,148.0,115,186,55660.0,1538.0
136000,141,0,1143,8050,2,5,0.0,3.0,150.0,69,0,21252.0,1143.0
123000,1669,0,872,8294,2,4,0.0,3.0,0.0,81,0,40320.0,0.0
89500,1366,0,1406,7920,1,6,0.0,3.0,0.0,30,144,0.0,0.0
199500,52,0,1324,18494,2,6,0.0,5.0,0.0,115,59,49450.0,0.0
109900,1380,0,904,7162,2,5,0.0,3.0,41.0,76,0,31008.0,0.0
234000,919,1,2080,10918,2,7,4.0,5.0,0.0,36,145,10152.0,0.0
155900,2804,0,848,4435,2,6,4.0,5.0,169.0,114,140,47880.0,848.0
161500,782,0,1788,11250,2,4,3.0,5.0,0.0,67,120,20368.0,1104.0
137500,956,0,1344,14375,2,6,4.0,4.0,541.0,68,351,35700.0,0.0
76500,187,0,2256,9045,2,5,0.0,2.0,0.0,20,36,0.0,0.0
211000,2074,1,2060,10029,2,6,3.0,3.0,268.0,98,420,51058.0,0.0
181000,1039,0,1337,4060,2,6,0.0,5.0,0.0,108,212,55188.0,1405.0
174900,1210,1,1165,9020,2,6,0.0,3.0,183.0,76,129,37240.0,1127.0
164500,2710,0,1320,11777,2,5,2.0,5.0,97.0,76,468,42864.0,1164.0
214000,44,0,1535,10171,3,7,0.0,5.0,168.0,114,0,60648.0,0.0
185000,1026,1,2044,10400,2,7,3.0,3.0,280.0,90,101,44010.0,0.0
123000,1343,0,1136,6240,2,4,0.0,5.0,0.0,39,445,33600.0,0.0
183500,2248,0,1299,12150,2,6,1.0,3.0,0.0,89,306,43254.0,1001.0
174000,1849,1,1441,2645,2,8,0.0,5.0,456.0,109,206,53628.0,0.0
130000,2076,0,1630,22692,2,5,3.0,3.0,0.0,63,64,40887.0,0.0
178000,2641,1,1641,9600,2,7,4.0,5.0,0.0,35,234,19110.0,0.0
189900,5,1,1629,13830,2,5,3.0,4.0,0.0,107,246,51574.0,0.0
144000,878,0,848,4435,2,6,0.0,5.0,170.0,113,140,47460.0,848.0
120500,1548,0,816,5890,1,6,0.0,5.0,0.0,40,96,48384.0,0.0
145000,841,1,1097,10859,2,5,0.0,5.0,0.0,104,456,70560.0,0.0
251000,1621,0,1652,5330,3,8,0.0,5.0,0.0,110,144,54890.0,1494.0
136500,218,0,1768,10778,2,4,0.0,3.0,0.0,78,0,0.0,0.0
82500,1504,0,1152,6845,2,4,0.0,3.0,58.0,65,0,0.0,0.0
57625,946,0,810,21780,1,2,0.0,3.0,0.0,20,143,23800.0,0.0
212500,455,0,1358,10307,3,7,4.0,5.0,176.0,117,218,57112.0,1350.0
164000,2906,0,1216,4500,2,6,0.0,5.0,116.0,108,125,43416.0,1216.0
139000,2878,0,1638,9060,1,6,0.0,4.0,327.0,67,21,25728.0,0.0
160000,1173,1,1252,2160,2,7,0.0,5.0,212.0,109,48,50358.0,600.0
149000,985,0,883,7669,2,5,2.0,3.0,0.0,102,132,75384.0,828.0
130000,975,0,874,9858,2,5,0.0,3.0,0.0,78,33,22464.0,864.0
140000,202,0,1710,10300,2,7,0.0,4.0,0.0,31,87,48000.0,0.0
264500,528,0,1836,8125,2,8,4.0,5.0,288.0,118,175,61523.0,0.0
141000,2579,0,1092,14850,2,5,3.0,3.0,0.0,67,390,20033.0,1092.0
199900,1841,1,1241,4274,2,7,0.0,5.0,0.0,116,116,66573.0,1241.0
167900,591,0,1334,9650,2,6,3.0,3.0,360.0,87,16,54810.0,0.0
181900,1897,0,1429,14585,2,6,4.0,5.0,85.0,70,326,40040.0,0.0
262500,70,0,1566,9000,2,8,0.0,5.0,36.0,118,312,88500.0,1566.0
230000,590,2,2288,13774,2,7,3.0,5.0,283.0,87,549,45240.0,0.0
328900,1172,0,1709,5119,2,9,3.0,5.0,60.0,109,162,55154.0,1698.0
232698,1714,0,1721,9254,3,8,0.0,5.0,210.0,115,195,63710.0,1721.0
221800,829,0,1254,10324,2,8,0.0,5.0,140.0,118,260,95580.0,1254.0
152400,1397,1,1350,8375,2,5,0.0,4.0,0.0,51,0,52041.0,576.0
213000,877,0,1630,9750,2,7,3.0,5.0,171.0,110,308,49610.0,0.0
184900,2477,1,1585,7632,2,7,0.0,5.0,96.0,115,177,51635.0,0.0
157000,2871,0,1336,15750,2,5,4.0,3.0,56.0,63,0,23625.0,1165.0
144000,2489,0,1211,9240,2,5,3.0,4.0,0.0,72,161,47232.0,0.0
192350,1655,0,1353,10400,2,6,3.0,5.0,253.0,89,381,42542.0,1259.0
163500,1891,0,1200,8800,2,7,3.0,5.0,202.0,76,0,33440.0,0.0
262280,1419,1,2329,11839,2,7,5.0,5.0,99.0,100,313,51400.0,1475.0
214000,1473,0,1536,9135,2,7,0.0,5.0,113.0,112,266,59584.0,1536.0
230000,2868,0,1811,14115,2,6,4.0,5.0,0.0,66,280,31020.0,0.0
280000,1695,1,2172,14154,3,7,4.0,5.0,350.0,116,254,109852.0,0.0
140000,2244,0,1073,6565,1,4,0.0,4.0,0.0,67,444,68400.0,1073.0
155000,169,1,1839,7700,2,6,3.0,3.0,351.0,76,340,33592.0,0.0
64500,2670,0,1020,4761,1,3,0.0,2.0,0.0,28,105,0.0,0.0
218000,247,1,1802,12361,2,6,4.0,5.0,85.0,103,542,111870.0,0.0
160000,2137,0,1009,9720,2,5,2.0,3.0,51.0,87,0,50112.0,0.0
208900,1794,0,1338,8640,2,8,0.0,5.0,0.0,117,141,69966.0,0.0
146000,1164,0,1392,3180,2,7,0.0,5.0,0.0,117,102,63180.0,0.0
245500,1179,1,1288,14963,2,8,4.0,5.0,0.0,106,374,53000.0,1260.0
113000,1340,0,1013,5000,2,6,0.0,5.0,0.0,36,101,5760.0,0.0
296000,436,0,1782,16870,3,8,4.0,5.0,238.0,114,181,106248.0,1782.0
377426,1636,0,1922,14157,3,9,4.0,5.0,200.0,115,229,77740.0,1922.0
337500,421,0,1718,12456,3,10,4.0,5.0,230.0,116,264,92748.0,1700.0
552000,457,1,2492,14836,3,10,5.0,5.0,730.0,114,461,108186.0,2492.0
97900,2834,0,936,6956,2,4,0.0,5.0,0.0,58,0,15370.0,0.0
208300,517,0,1218,7862,2,6,0.0,5.0,0.0,119,102,80444.0,0.0
213000,1566,1,1820,11050,2,7,3.0,5.0,0.0,106,350,86496.0,0.0
188000,1439,1,1724,8924,2,7,0.0,5.0,0.0,108,275,56916.0,0.0
162000,2577,1,1336,9610,2,6,3.0,5.0,632.0,68,80,33184.0,0.0
152000,2241,1,1558,13710,1,5,0.0,3.0,0.0,60,289,16920.0,0.0
254900,71,1,1947,12552,2,7,4.0,5.0,0.0,114,136,77292.0,0.0
189000,1143,1,1657,14565,2,7,0.0,5.0,145.0,104,218,50232.0,0.0
235000,1021,0,2064,18559,2,7,2.0,3.0,383.0,88,200,48400.0,2048.0
125000,1416,0,1164,10880,2,5,0.0,3.0,0.0,60,48,14400.0,1164.0
120000,35,0,836,2280,2,7,0.0,5.0,0.0,85,30,26180.0,0.0
81500,2904,1,1600,31250,2,1,0.0,3.0,0.0,61,135,16470.0,0.0
118500,2174,0,816,11841,2,6,0.0,3.0,104.0,100,32,0.0,816.0
370878,522,1,1766,9187,2,9,4.0,5.0,162.0,119,325,56882.0,1766.0
145000,2211,0,2002,6270,2,5,0.0,3.0,0.0,59,0,51389.0,0.0
311500,1539,1,1954,15660,2,7,3.0,5.0,312.0,49,269,21119.0,0.0
210250,2420,0,1364,3087,2,7,4.0,5.0,14.0,116,116,50692.0,1220.0
200000,2779,1,1861,13450,2,7,0.0,5.0,0.0,112,237,55104.0,916.0
126000,953,0,1734,10125,2,5,0.0,3.0,0.0,87,0,46893.0,0.0
114000,658,0,1039,8146,2,4,0.0,4.0,0.0,10,279,14050.0,0.0
87500,714,0,1510,9600,2,4,0.0,3.0,0.0,20,160,60480.0,0.0
349265,1637,1,2541,12328,3,8,4.0,5.0,146.0,115,152,83835.0,1149.0
203000,538,0,1512,10141,2,8,0.0,5.0,264.0,114,246,96330.0,0.0
189000,546,0,1434,8529,2,7,3.0,5.0,0.0,111,329,58497.0,0.0
209000,533,1,1653,8127,2,7,0.0,5.0,0.0,113,45,70964.0,812.0
160000,718,0,2007,8400,2,6,0.0,4.0,0.0,10,235,14280.0,0.0
129000,1830,0,1037,10751,2,5,0.0,3.0,44.0,84,183,36204.0,1037.0
170000,2929,0,1389,10010,2,5,3.0,4.0,0.0,84,278,35530.0,1389.0
